Name,Phone,Address,Category,Date,Invoice No.,Quantity,Unit Price,Amount,Description
Andy Koo,6354702575,AND ADDRESS,Sale,9-6-2019,PFMS4755332185,663,167.22,110866.86,663 sales
Andy Koo,6354702575,AND ADDRESS,Sale,22-5-2019,PFMS8417346331,274,239.6,65650.4,274 sales
Andy Koo,6354702575,AND ADDRESS,Sale,7-9-2019,PFMS5206011006,519,81.18,42132.42,519 sales
Andy Koo,6354702575,AND ADDRESS,Sale,17-5-2019,PFMS5004813236,628,65.45,41102.6,628 sales
Andy Koo,6354702575,AND ADDRESS,Sale,9-6-2019,PFMS3603360336,315,65.47,20623.05,315 sales
Andy Koo,6354702575,AND ADDRESS,Sale,8-8-2019,PFMS5413801725,496,125.33,62163.68,496 sales
Andy Koo,6354702575,AND ADDRESS,Sale,2-9-2019,PFMS1607864712,864,22.77,19673.28,864 sales
Andy Koo,6354702575,AND ADDRESS,Sale,13-4-2019,PFMS3165452145,527,113.88,60014.76,527 sales
Andy Koo,6354702575,AND ADDRESS,Sale,27-2-2019,PFMS4257026028,934,51.52,48119.68,934 sales
Andy Koo,6354702575,AND ADDRESS,Sale,1-4-2019,PFMS4514724010,427,310.53,132596.31,427 sales
Andy Koo,6354702575,AND ADDRESS,Sale,9-6-2019,PFMS8484276300,476,114.3,54406.8,476 sales
Andy Koo,6354702575,AND ADDRESS,Sale,23-9-2019,PFMS4337362516,537,170.39,91499.43,537 sales
Andy Koo,6354702575,AND ADDRESS,Sale,1-1-2019,PFMS8753871358,952,124.49,118514.48,952 sales
Andy Koo,6354702575,AND ADDRESS,Sale,10-3-2019,PFMS3271284035,462,55.46,25622.52,462 sales
Andy Koo,6354702575,AND ADDRESS,Sale,14-5-2019,PFMS4332122100,801,3.88,3107.88,801 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,4-6-2019,PFMS8338868285,680,325.26,221176.8,680 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,13-5-2019,PFMS6662303500,609,63.83,38872.47,609 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,12-1-2019,PFMS8468244083,485,34.31,16640.35,485 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,22-3-2019,PFMS0436833646,366,142.73,52239.18,366 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,19-9-2019,PFMS8311078628,477,362.52,172922.04,477 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,15-3-2019,PFMS8061360732,332,128.17,42552.44,332 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,26-5-2019,PFMS6064477451,388,124.01,48115.88,388 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,9-3-2019,PFMS7416573031,811,62.68,50833.48,811 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,20-3-2019,PFMS6077483244,729,317.14,231195.06,729 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,9-7-2019,PFMS4118656616,862,52.31,45091.22,862 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,22-6-2019,PFMS0185856007,368,138.81,51082.08,368 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,13-9-2019,PFMS5536617478,780,136.79,106696.2,780 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,29-5-2019,PFMS6166581205,345,310.49,107119.05,345 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,16-5-2019,PFMS0162374578,866,29.14,25235.24,866 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,25-11-2019,PFMS8605787533,707,256.9,181628.3,707 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,14-2-2019,PFMS8226263628,304,128.04,38924.16,304 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,22-2-2019,PFMS8075510058,454,24.1,10941.4,454 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,27-11-2019,PFMS7656185681,613,420.34,257668.42,613 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,15-11-2019,PFMS6160663071,908,53.87,48913.96,908 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,2-2-2019,PFMS1577176747,886,43.69,38709.34,886 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,28-6-2019,PFMS8072618624,497,98.04,48725.88,497 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,7-6-2019,PFMS8855601458,497,365.19,181499.43,497 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,1-4-2019,PFMS0601623752,976,134.9,131662.4,976 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,5-11-2019,PFMS4525337150,310,2.6,806.0,310 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,7-5-2019,PFMS7460577373,716,52.11,37310.76,716 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,18-10-2019,PFMS5363156713,630,106.34,66994.2,630 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,5-8-2019,PFMS7074582318,964,124.63,120143.32,964 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,27-6-2019,PFMS5271602161,266,220.67,58698.22,266 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,4-11-2019,PFMS7354880377,707,15.11,10682.77,707 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,1-8-2019,PFMS0433635507,491,15.57,7644.87,491 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,7-5-2019,PFMS0800805043,584,31.87,18612.08,584 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,2-6-2019,PFMS5015205406,995,112.79,112226.05,995 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,13-6-2019,PFMS1837464264,857,325.08,278593.56,857 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,1-5-2019,PFMS2832523034,931,228.57,212798.67,931 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,3-3-2019,PFMS8372085048,767,54.4,41724.8,767 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,4-8-2019,PFMS6062636365,319,87.64,27957.16,319 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,29-1-2019,PFMS1200646187,720,11.49,8272.8,720 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,16-10-2019,PFMS3235366431,441,83.52,36832.32,441 sales
Tutu Gyau,0238375314,TUT ADDRESS,Sale,17-1-2019,PFMS4240420217,535,283.61,151731.35,535 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,12-3-2019,PFMS8222884612,573,21.82,12502.86,573 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,27-10-2019,PFMS8484410356,292,27.16,7930.72,292 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,17-6-2019,PFMS0573634340,681,70.79,48207.99,681 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,22-9-2019,PFMS8776732070,895,270.26,241882.7,895 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,12-9-2019,PFMS8523710672,455,48.09,21880.95,455 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,4-3-2019,PFMS7442746143,707,11.74,8300.18,707 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,4-6-2019,PFMS5516582887,645,63.13,40718.85,645 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,18-3-2019,PFMS7713174566,392,29.01,11371.92,392 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,24-8-2019,PFMS4155283437,973,8.38,8153.74,973 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,18-7-2019,PFMS7031375406,264,5.27,1391.28,264 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,13-2-2019,PFMS5281500032,580,72.66,42142.8,580 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,20-10-2019,PFMS8737743042,272,347.08,94405.76,272 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,15-10-2019,PFMS5026734031,854,8.6,7344.4,854 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,4-7-2019,PFMS5520471310,275,13.45,3698.75,275 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,22-2-2019,PFMS4606106377,976,22.31,21774.56,976 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,27-1-2019,PFMS6884187818,343,281.58,96581.94,343 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,25-8-2019,PFMS2550851306,601,373.62,224545.62,601 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,12-6-2019,PFMS0467146803,537,0.68,365.16,537 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,19-4-2019,PFMS7701830732,863,32.54,28082.02,863 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,16-9-2019,PFMS0513637487,581,49.51,28765.31,581 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,6-7-2019,PFMS2852145267,763,84.01,64099.63,763 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,15-7-2019,PFMS2372777828,522,185.19,96669.18,522 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,17-1-2019,PFMS0742375148,428,122.96,52626.88,428 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,4-7-2019,PFMS3516167053,801,15.41,12343.41,801 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,21-7-2019,PFMS1163705137,502,86.89,43618.78,502 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,29-1-2019,PFMS5285306537,899,314.37,282618.63,899 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,1-5-2019,PFMS7676528562,509,237.35,120811.15,509 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,5-10-2019,PFMS6566478814,788,115.4,90935.2,788 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,18-8-2019,PFMS5453625118,908,131.5,119402.0,908 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,24-1-2019,PFMS2878465646,596,281.38,167702.48,596 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,27-11-2019,PFMS7147116338,722,161.31,116465.82,722 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,5-3-2019,PFMS1203182565,501,322.79,161717.79,501 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,29-7-2019,PFMS1612428010,600,115.57,69342.0,600 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,6-4-2019,PFMS8702724082,585,71.62,41897.7,585 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,29-5-2019,PFMS1554207164,302,40.96,12369.92,302 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,5-10-2019,PFMS4653787578,547,412.85,225828.95,547 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,19-4-2019,PFMS5028724518,903,35.34,31912.02,903 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,13-7-2019,PFMS4425340854,411,91.35,37544.85,411 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,21-11-2019,PFMS0685320325,593,4.32,2561.76,593 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,19-5-2019,PFMS8164427888,773,4.6,3555.8,773 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,15-7-2019,PFMS3022011652,473,27.65,13078.45,473 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,19-7-2019,PFMS7214080681,369,70.94,26176.86,369 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,6-11-2019,PFMS8070073473,500,12.52,6260.0,500 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,26-2-2019,PFMS8568353365,833,183.53,152880.49,833 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,8-2-2019,PFMS8524413073,819,15.64,12809.16,819 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,25-7-2019,PFMS6014805110,453,38.95,17644.35,453 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,20-11-2019,PFMS0041025268,715,117.32,83883.8,715 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,7-8-2019,PFMS5081410005,880,90.45,79596.0,880 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,5-11-2019,PFMS7702615164,328,119.63,39238.64,328 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,10-10-2019,PFMS7288140726,878,125.29,110004.62,878 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,13-8-2019,PFMS2680221347,530,8.32,4409.6,530 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,27-7-2019,PFMS7878622064,923,139.93,129155.39,923 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,22-7-2019,PFMS5858825226,286,64.89,18558.54,286 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,11-3-2019,PFMS2122808480,283,314.98,89139.34,283 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,27-8-2019,PFMS1530441727,868,112.46,97615.28,868 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,7-4-2019,PFMS7718020436,857,1.78,1525.46,857 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,22-8-2019,PFMS3617684663,332,46.17,15328.44,332 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,13-2-2019,PFMS6785277548,552,196.11,108252.72,552 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,4-8-2019,PFMS7781645242,394,21.7,8549.8,394 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,17-2-2019,PFMS8437514085,302,349.69,105606.38,302 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,18-4-2019,PFMS2522257563,846,62.67,53018.82,846 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,18-11-2019,PFMS2756754635,298,51.88,15460.24,298 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,21-8-2019,PFMS5031438655,516,56.12,28957.92,516 sales
Kofi Koo,6441743474,KOF ADDRESS,Sale,2-3-2019,PFMS1410606130,919,266.89,245271.91,919 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,29-6-2019,PFMS6666770873,798,18.66,14890.68,798 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,18-2-2019,PFMS8048660858,912,221.04,201588.48,912 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,16-11-2019,PFMS1130555255,527,4.83,2545.41,527 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,20-11-2019,PFMS1550887041,444,1.48,657.12,444 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,22-2-2019,PFMS1112306610,452,106.02,47921.04,452 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,18-7-2019,PFMS2440864263,879,41.36,36355.44,879 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,17-6-2019,PFMS2824616101,564,315.28,177817.92,564 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,14-5-2019,PFMS1600331708,937,182.51,171011.87,937 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,14-6-2019,PFMS4022731337,946,333.84,315812.64,946 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,25-9-2019,PFMS8656073581,525,5.74,3013.5,525 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,12-5-2019,PFMS8372843443,415,105.64,43840.6,415 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,16-7-2019,PFMS3670011353,399,169.96,67814.04,399 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,12-11-2019,PFMS5387671781,375,108.88,40830.0,375 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,26-7-2019,PFMS7458847400,660,313.88,207160.8,660 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,3-7-2019,PFMS2544813612,472,28.08,13253.76,472 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,26-4-2019,PFMS4008457872,333,76.85,25591.05,333 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,9-4-2019,PFMS7374115188,791,125.23,99056.93,791 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,22-11-2019,PFMS6734061106,562,110.7,62213.4,562 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,3-10-2019,PFMS4467887330,518,237.39,122968.02,518 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,7-5-2019,PFMS4603353677,875,47.13,41238.75,875 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,25-9-2019,PFMS7508206058,451,283.45,127835.95,451 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,22-2-2019,PFMS8134256524,888,3.99,3543.12,888 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,2-3-2019,PFMS8538267065,841,57.86,48660.26,841 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,9-10-2019,PFMS2177755484,429,183.28,78627.12,429 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,6-10-2019,PFMS2214271354,444,207.78,92254.32,444 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,22-1-2019,PFMS3347644138,500,382.35,191175.0,500 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,3-10-2019,PFMS5047777164,461,49.58,22856.38,461 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,14-7-2019,PFMS1118621605,883,169.51,149677.33,883 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,5-11-2019,PFMS0222172225,803,404.74,325006.22,803 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,8-8-2019,PFMS4888202508,955,121.26,115803.3,955 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,22-6-2019,PFMS0072677216,370,167.13,61838.1,370 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,8-9-2019,PFMS3110543054,503,207.69,104468.07,503 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,8-4-2019,PFMS3472647345,294,181.47,53352.18,294 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,29-11-2019,PFMS2555845115,606,78.88,47801.28,606 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,5-7-2019,PFMS0121036408,416,342.34,142413.44,416 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,6-7-2019,PFMS5070078272,747,9.56,7141.32,747 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,22-6-2019,PFMS4382445024,658,72.43,47658.94,658 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,25-2-2019,PFMS8581874877,595,233.78,139099.1,595 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,8-9-2019,PFMS0703022564,311,18.33,5700.63,311 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,26-9-2019,PFMS0335773454,283,57.9,16385.7,283 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,14-1-2019,PFMS1223186064,744,43.9,32661.6,744 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,17-6-2019,PFMS1550565864,796,158.33,126030.68,796 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,10-6-2019,PFMS3006136085,599,98.39,58935.61,599 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,26-5-2019,PFMS2352526453,654,249.79,163362.66,654 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,12-6-2019,PFMS8842000413,808,216.4,174851.2,808 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,1-5-2019,PFMS7636600375,293,107.87,31605.91,293 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,17-4-2019,PFMS2741446864,913,219.9,200768.7,913 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,8-1-2019,PFMS8304756262,722,34.44,24865.68,722 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,28-7-2019,PFMS5828211623,792,100.04,79231.68,792 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,8-3-2019,PFMS4652453323,904,95.59,86413.36,904 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,10-9-2019,PFMS3603300587,691,164.77,113856.07,691 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,26-1-2019,PFMS6713828166,662,94.05,62261.1,662 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,9-5-2019,PFMS6466114123,564,4.69,2645.16,564 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,26-11-2019,PFMS4206082461,367,136.55,50113.85,367 sales
Kwaku Appiah,8745522113,KWA ADDRESS,Sale,12-8-2019,PFMS8638882264,707,244.55,172896.85,707 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,4-5-2019,PFMS1253706582,253,417.17,105544.01,253 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,2-7-2019,PFMS7605476184,661,149.2,98621.2,661 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,1-5-2019,PFMS7756288408,810,408.93,331233.3,810 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,9-6-2019,PFMS6751306862,304,249.37,75808.48,304 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,23-10-2019,PFMS3216478813,374,53.98,20188.52,374 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,9-8-2019,PFMS8072335526,663,29.47,19538.61,663 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,8-11-2019,PFMS5038621284,387,18.8,7275.6,387 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,4-3-2019,PFMS3641514085,434,357.24,155042.16,434 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,13-9-2019,PFMS7774861105,352,10.79,3798.08,352 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,8-6-2019,PFMS5844051706,942,59.76,56293.92,942 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,27-6-2019,PFMS7576323572,420,49.48,20781.6,420 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,26-10-2019,PFMS3120457877,930,6.27,5831.1,930 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,7-5-2019,PFMS4718620816,715,256.88,183669.2,715 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,24-2-2019,PFMS8521028866,390,11.25,4387.5,390 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,8-10-2019,PFMS5703235218,606,11.8,7150.8,606 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,5-8-2019,PFMS1383350018,723,101.31,73247.13,723 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,29-5-2019,PFMS5722527184,559,91.65,51232.35,559 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,27-11-2019,PFMS4032024617,683,8.36,5709.88,683 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,12-5-2019,PFMS2525071686,921,32.75,30162.75,921 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,8-7-2019,PFMS0362655025,824,387.67,319440.08,824 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,7-5-2019,PFMS1418287315,959,28.54,27369.86,959 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,16-4-2019,PFMS8007083251,378,102.91,38899.98,378 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,5-7-2019,PFMS0857382077,937,226.27,212014.99,937 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,4-10-2019,PFMS4284342743,352,15.96,5617.92,352 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,15-3-2019,PFMS1675600682,615,8.95,5504.25,615 sales
Kobby Bi,6860185571,KOB ADDRESS,Sale,13-4-2019,PFMS7385860007,858,89.21,76542.18,858 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,18-2-2019,PFMS7808382000,383,191.98,73528.34,383 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,1-1-2019,PFMS4743660236,886,49.28,43662.08,886 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,4-3-2019,PFMS5471418767,459,18.05,8284.95,459 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,16-6-2019,PFMS3426388406,951,311.54,296274.54,951 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,9-7-2019,PFMS6735658042,762,17.18,13091.16,762 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,20-10-2019,PFMS0237463617,366,117.09,42854.94,366 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,16-1-2019,PFMS8555624768,735,81.02,59549.7,735 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,28-1-2019,PFMS1458771633,604,54.1,32676.4,604 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,20-3-2019,PFMS4467863665,874,50.09,43778.66,874 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,8-2-2019,PFMS2284280071,815,55.21,44996.15,815 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,6-7-2019,PFMS3734234115,279,213.45,59552.55,279 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,19-8-2019,PFMS4781000643,538,163.64,88038.32,538 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,10-6-2019,PFMS3611771372,692,82.14,56840.88,692 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,11-5-2019,PFMS6643658556,796,240.97,191812.12,796 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,10-3-2019,PFMS8414115726,269,64.52,17355.88,269 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,11-3-2019,PFMS4684025661,378,1.26,476.28,378 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,1-4-2019,PFMS2612482127,921,152.32,140286.72,921 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,26-2-2019,PFMS2355182682,652,136.92,89271.84,652 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,1-3-2019,PFMS2607166252,884,336.98,297890.32,884 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,16-10-2019,PFMS3854321646,516,133.03,68643.48,516 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,14-8-2019,PFMS2655631700,477,204.07,97341.39,477 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,20-9-2019,PFMS0188620811,591,234.35,138500.85,591 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,23-3-2019,PFMS4038206056,340,67.3,22882.0,340 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,26-6-2019,PFMS4083683460,694,250.8,174055.2,694 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,26-4-2019,PFMS0656040500,878,124.88,109644.64,878 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,16-6-2019,PFMS7185324867,900,2.68,2412.0,900 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,1-8-2019,PFMS2454333401,355,4.43,1572.65,355 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,20-9-2019,PFMS7824828504,850,21.68,18428.0,850 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,11-2-2019,PFMS8255780676,386,7.63,2945.18,386 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,6-11-2019,PFMS0208221674,679,2.29,1554.91,679 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,25-2-2019,PFMS3658888683,856,23.02,19705.12,856 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,20-3-2019,PFMS8034235755,853,110.93,94623.29,853 sales
Kojo Afrifa,4026667576,KOJ ADDRESS,Sale,11-2-2019,PFMS2773801218,343,96.05,32945.15,343 sales
